,level_0,index,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,CabinNumber,CabinSide,id,id_number
12604,12849,4156,9022_01,Earth,False,F/1748/S,TRAPPIST-1e,31.0,False,685.0,0.0,113.0,0.0,0.0,Fayey Boyerson,,F,1748,S,9022,01
12605,12850,4157,9022_02,Earth,True,F/1748/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Willip Boyerson,,F,1748,S,9022,02
12606,12851,4158,9022_03,Earth,True,F/1748/S,,0.0,False,0.0,0.0,0.0,0.0,0.0,Erice Boyerson,,F,1748,S,9022,03
12607,8448,8448,9023_01,Earth,False,E/593/S,TRAPPIST-1e,18.0,False,0.0,1.0,0.0,618.0,21.0,,True,E,593,S,9023,01
12608,8449,8449,9024_01,Mars,False,F/1749/S,55 Cancri e,27.0,False,63.0,0.0,1970.0,0.0,0.0,Flys Jamai,True,F,1749,S,9024,01
12609,12852,4159,9025_01,,False,G/1454/S,TRAPPIST-1e,42.0,False,0.0,0.0,28.0,726.0,0.0,Ale Whitersone,,G,1454,S,9025,01
12610,12853,4160,9025_02,Earth,True,G/1454/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Philia Whitersone,,G,1454,S,9025,02
12611,8450,8450,9026_01,Earth,True,G/1463/P,TRAPPIST-1e,58.0,False,,0.0,0.0,0.0,0.0,Mathy Boyers,True,G,1463,P,9026,01
12612,12854,4161,9027_01,Earth,False,F/1750/S,TRAPPIST-1e,43.0,False,1.0,0.0,0.0,0.0,1995.0,Geneen Mcleandez,,F,1750,S,9027,01
12613,8451,8451,9028_01,Earth,False,G/1464/P,TRAPPIST-1e,22.0,False,1.0,676.0,13.0,217.0,1.0,Karah Starkers,False,G,1464,P,9028,01
12614,8452,8452,9029_01,Mars,False,D/287/P,TRAPPIST-1e,17.0,False,3146.0,0.0,87.0,135.0,0.0,Ockies Berle,False,D,287,P,9029,01
12615,8453,8453,9030_01,Earth,False,F/1847/P,TRAPPIST-1e,28.0,False,1954.0,43.0,0.0,0.0,7.0,Hery Ericksonga,False,F,1847,P,9030,01
12616,8454,8454,9030_02,,False,G/1465/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,298.0,511.0,Stace Ericksonga,False,G,1465,P,9030,02
12617,8455,8455,9031_01,Earth,,G/1455/S,TRAPPIST-1e,51.0,False,0.0,0.0,689.0,0.0,32.0,Noria Bairdyork,False,G,1455,S,9031,01
12618,8456,8456,9032_01,Mars,True,E/578/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Pefox Late,False,E,578,P,9032,01
12619,12855,4162,9033_01,Earth,True,G/1456/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Brank Figuez,,G,1456,S,9033,01
12620,8457,8457,9034_01,Europa,True,D/288/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Marfar Crakete,True,D,288,P,9034,01
12621,8458,8458,9034_02,Europa,True,D/288/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Errairk Crakete,True,D,288,P,9034,02
12622,8459,8459,9034_03,Europa,False,D/288/P,55 Cancri e,27.0,False,0.0,984.0,0.0,13995.0,312.0,Phecca Headmish,False,D,288,P,9034,03
12623,8460,8460,9034_04,Europa,False,D/288/P,TRAPPIST-1e,60.0,False,0.0,,947.0,668.0,1.0,,True,D,288,P,9034,04
12624,8461,8461,9034_05,Europa,False,D/288/P,TRAPPIST-1e,33.0,False,0.0,1876.0,0.0,1432.0,14.0,Mothab Crakete,False,D,288,P,9034,05
12625,8462,8462,9035_01,Earth,False,G/1466/P,TRAPPIST-1e,39.0,False,266.0,4.0,1.0,0.0,452.0,Evenna Coleyanglas,False,G,1466,P,9035,01
12626,8463,8463,9036_01,Earth,True,G/1467/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Ninald Barris,True,G,1467,P,9036,01
12627,8464,8464,9037_01,Mars,False,F/1751/S,55 Cancri e,21.0,False,1410.0,3.0,49.0,0.0,0.0,Galowl Stike,False,F,1751,S,9037,01
12628,8465,8465,9038_01,Europa,True,A/106/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Betenar Listive,True,A,106,S,9038,01
12629,12856,4163,9039_01,Earth,True,G/1468/P,,23.0,False,0.0,0.0,0.0,0.0,0.0,Nance Wilkinner,,G,1468,P,9039,01
12630,12857,4164,9040_01,Earth,False,G/1469/P,TRAPPIST-1e,54.0,False,3.0,2.0,0.0,2212.0,113.0,Jacque Mccarry,,G,1469,P,9040,01
12631,8466,8466,9041_01,Earth,True,G/1470/P,PSO J318.5-22,30.0,False,0.0,0.0,0.0,,0.0,Milda Lambucketty,True,G,1470,P,9041,01
12632,8467,8467,9042_01,Europa,False,B/294/P,55 Cancri e,42.0,False,0.0,5436.0,0.0,471.0,109.0,Askeid Clunic,True,B,294,P,9042,01
12633,8468,8468,9043_01,,True,F/1848/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Cobix Erle,True,F,1848,P,9043,01
12634,12858,4165,9044_01,Earth,False,F/1849/P,TRAPPIST-1e,18.0,False,387.0,0.0,0.0,364.0,49.0,Veremy Masquez,,F,1849,P,9044,01
12635,12859,4166,9045_01,Mars,False,F/1850/P,TRAPPIST-1e,20.0,False,1016.0,0.0,140.0,132.0,0.0,Heats Blane,,F,1850,P,9045,01
12636,12860,4167,9045_02,Mars,False,E/579/P,TRAPPIST-1e,24.0,False,93.0,6.0,,0.0,0.0,Griste Blane,,E,579,P,9045,02
12637,8469,8469,9046_01,Europa,True,C/335/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Alphah Cratrave,True,C,335,S,9046,01
12638,8470,8470,9046_02,Europa,False,C/335/S,TRAPPIST-1e,25.0,False,6899.0,265.0,0.0,2234.0,2090.0,Quarke Cratrave,False,C,335,S,9046,02
12639,12861,4168,9047_01,Earth,False,F/1851/P,TRAPPIST-1e,18.0,False,0.0,463.0,799.0,0.0,0.0,Evane Dillestron,,F,1851,P,9047,01
12640,8471,8471,9048_01,Earth,True,G/1471/P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Sall Garzaley,False,G,1471,P,9048,01
12641,8472,8472,9049_01,Europa,True,C/336/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Luxion Grentual,True,C,336,S,9049,01
12642,12862,4169,9050_01,Earth,True,G/1472/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Eulahy Kimons,,G,1472,P,9050,01
12643,12863,4170,9051_01,Earth,False,G/1473/P,TRAPPIST-1e,47.0,False,838.0,56.0,7.0,0.0,6.0,Geney Kenzierry,,G,1473,P,9051,01
12644,8473,8473,9052_01,Earth,False,G/1457/S,TRAPPIST-1e,36.0,False,0.0,17.0,204.0,559.0,3.0,Adamy Hestes,False,G,1457,S,9052,01
12645,8474,8474,9052_02,Earth,False,F/1752/S,55 Cancri e,33.0,False,1006.0,0.0,1357.0,45.0,6.0,Stendy Hestes,False,F,1752,S,9052,02
12646,12864,4171,9053_01,Europa,True,B/295/P,55 Cancri e,25.0,False,,0.0,0.0,0.0,0.0,Ankark Cableck,,B,295,P,9053,01
12647,12865,4172,9053_02,Europa,False,B/295/P,TRAPPIST-1e,28.0,True,10.0,6882.0,131.0,76.0,0.0,Gimph Cableck,,B,295,P,9053,02
12648,12866,4173,9054_01,Earth,True,G/1458/S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Coreee Harry,,G,1458,S,9054,01
12649,12867,4174,9055_01,Earth,False,F/1852/P,PSO J318.5-22,59.0,False,12.0,18.0,798.0,0.0,393.0,Crisey Clinantones,,F,1852,P,9055,01
12650,12868,4175,9056_01,Europa,False,D/289/P,TRAPPIST-1e,51.0,False,294.0,153.0,0.0,1225.0,4.0,Luxab Burcaling,,D,289,P,9056,01
12651,8475,8475,9057_01,Europa,False,,55 Cancri e,36.0,True,132.0,3479.0,0.0,3786.0,0.0,Coxan Statch,False,,,,9057,01
12652,8476,8476,9057_02,Europa,True,B/296/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Sitron Statch,True,B,296,P,9057,02
12653,12869,4176,9058_01,Mars,False,,TRAPPIST-1e,38.0,,784.0,0.0,42.0,38.0,10.0,Hammet Muff,,,,,9058,01
12654,8477,8477,9059_01,Earth,False,F/1753/S,TRAPPIST-1e,16.0,False,866.0,0.0,0.0,184.0,0.0,Anda Gregordy,False,F,1753,S,9059,01
12655,8478,8478,9060_01,Earth,False,F/1853/P,TRAPPIST-1e,28.0,False,0.0,8.0,338.0,135.0,390.0,Annard Charryerry,False,F,1853,P,9060,01
12656,8479,8479,9061_01,Mars,False,D/276/S,TRAPPIST-1e,26.0,False,887.0,6.0,15.0,148.0,0.0,Chars Flate,False,D,276,S,9061,01
12657,12870,4177,9062_01,Earth,False,F/1854/P,TRAPPIST-1e,26.0,False,1576.0,0.0,47.0,1366.0,3.0,Ellene Pughlinsons,,F,1854,P,9062,01
12658,12871,4178,9062_02,Earth,True,,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,Lerion Pughlinsons,,,,,9062,02
12659,12872,4179,9063_01,Europa,True,B/346/S,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Pollus Lansuffle,,B,346,S,9063,01
12660,8480,8480,9064_01,Earth,False,F/1754/S,TRAPPIST-1e,42.0,False,815.0,19.0,2.0,11.0,17.0,Annez Parrett,False,F,1754,S,9064,01
12661,12873,4180,9065_01,Mars,True,F/1755/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Jet Bart,,F,1755,S,9065,01
12662,8481,8481,9066_01,Earth,False,F/1756/S,PSO J318.5-22,30.0,False,1269.0,9.0,0.0,0.0,0.0,Blancy Dotsondez,False,F,1756,S,9066,01
12663,12874,4181,9067_01,Earth,False,G/1459/S,TRAPPIST-1e,14.0,False,11.0,292.0,713.0,777.0,0.0,Janney Baxters,,G,1459,S,9067,01
12664,12875,4182,9067_02,Earth,True,G/1459/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Dellia Baxters,,G,1459,S,9067,02
12665,8482,8482,9068_01,Europa,False,C/337/S,TRAPPIST-1e,31.0,False,1062.0,1605.0,0.0,2718.0,1674.0,Alurops Clinarfork,False,C,337,S,9068,01
12666,8483,8483,9069_01,Europa,True,B/297/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Azhat Brakeng,True,B,297,P,9069,01
12667,8484,8484,9069_02,Europa,True,B/297/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Hekab Brakeng,True,B,297,P,9069,02
12668,8485,8485,9069_03,Europa,True,,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Bath Brakeng,True,,,,9069,03
12669,8486,8486,9069_04,Europa,False,B/297/P,TRAPPIST-1e,44.0,False,0.0,4313.0,0.0,568.0,7.0,Cheleon Brakeng,True,B,297,P,9069,04
12670,8487,8487,9069_05,Europa,False,B/297/P,55 Cancri e,29.0,False,0.0,12563.0,0.0,3.0,5057.0,Mirfark Taketiatim,False,B,297,P,9069,05
12671,12876,4183,9070_01,Earth,False,,TRAPPIST-1e,20.0,False,323.0,0.0,542.0,0.0,0.0,Oraryn Flynney,,,,,9070,01
12672,12877,4184,9070_02,Earth,False,F/1757/S,TRAPPIST-1e,19.0,False,177.0,1058.0,0.0,0.0,0.0,Elancy Flynney,,F,1757,S,9070,02
12673,8488,8488,9071_01,Earth,False,F/1855/P,55 Cancri e,22.0,False,0.0,0.0,1072.0,46.0,3.0,Anton Woody,False,F,1855,P,9071,01
12674,8489,8489,9072_01,,True,F/1758/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Gork Creke,True,F,1758,S,9072,01
12675,8490,8490,9072_02,Mars,False,F/1758/S,TRAPPIST-1e,30.0,False,160.0,0.0,719.0,162.0,0.0,Aleys Creke,False,F,1758,S,9072,02
12676,8491,8491,9072_03,Mars,False,F/1758/S,TRAPPIST-1e,23.0,False,455.0,10.0,591.0,232.0,0.0,Stoate Creke,False,F,1758,S,9072,03
12677,8492,8492,9073_01,Europa,False,A/107/S,TRAPPIST-1e,13.0,False,24.0,838.0,1069.0,1376.0,181.0,Marazha Shricatory,False,A,107,S,9073,01
12678,8493,8493,9073_02,Europa,True,B/347/S,55 Cancri e,53.0,False,0.0,0.0,,0.0,0.0,Wimpha Shricatory,True,B,347,S,9073,02
12679,8494,8494,9074_01,Earth,True,G/1460/S,TRAPPIST-1e,0.0,,0.0,0.0,,0.0,0.0,Adamie Trerady,True,G,1460,S,9074,01
12680,8495,8495,9074_02,Earth,False,G/1460/S,PSO J318.5-22,27.0,False,0.0,468.0,0.0,59.0,309.0,Janee Trerady,False,G,1460,S,9074,02
12681,8496,8496,9074_03,Earth,True,G/1460/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Gwendy Trerady,False,G,1460,S,9074,03
12682,8497,8497,9074_04,Earth,True,G/1460/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Duana Trerady,True,G,1460,S,9074,04
12683,8498,8498,9074_05,Earth,True,G/1460/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Fayel Trerady,True,G,1460,S,9074,05
12684,8499,8499,9074_06,Earth,False,G/1460/S,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,Man Trerady,True,G,1460,S,9074,06
12685,8500,8500,9075_01,Earth,False,E/580/P,TRAPPIST-1e,24.0,False,0.0,10.0,758.0,0.0,20.0,Stal Nolds,False,E,580,P,9075,01
12686,8501,8501,9076_01,Earth,,G/1461/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Shawne Simonsents,False,G,1461,S,9076,01
12687,8502,8502,9077_01,Earth,False,F/1856/P,55 Cancri e,22.0,False,23.0,100.0,1353.0,0.0,0.0,Kimmie Sawyerson,True,F,1856,P,9077,01
12688,8503,8503,9077_02,Earth,True,G/1475/P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Willy Sawyerson,False,G,1475,P,9077,02
12689,8504,8504,9078_01,Earth,False,E/594/S,PSO J318.5-22,44.0,False,0.0,2.0,0.0,0.0,1556.0,Dondy Johnshines,False,E,594,S,9078,01
12690,8505,8505,9079_01,Earth,False,E/595/S,TRAPPIST-1e,55.0,False,1.0,0.0,58.0,0.0,802.0,Maryne Kellyons,True,E,595,S,9079,01
12691,8506,8506,9080_01,Earth,False,F/1857/P,TRAPPIST-1e,22.0,False,34.0,0.0,0.0,711.0,0.0,Willah Kenzierry,False,F,1857,P,9080,01
12692,8507,8507,9081_01,Earth,False,G/1476/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Hanna Clemondsey,False,G,1476,P,9081,01
12693,8508,8508,9081_02,Earth,False,F/1858/P,55 Cancri e,15.0,False,0.0,0.0,0.0,208.0,754.0,Willah Clemondsey,False,F,1858,P,9081,02
12694,8509,8509,9081_03,Earth,True,,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Beula Clemondsey,False,,,,9081,03
12695,8510,8510,9081_04,Earth,False,G/1476/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,,True,G,1476,P,9081,04
12696,8511,8511,9081_05,Earth,False,F/1858/P,TRAPPIST-1e,48.0,False,0.0,586.0,784.0,4.0,21.0,Haryn Clemondsey,True,F,1858,P,9081,05
12697,8512,8512,9081_06,Earth,False,F/1858/P,PSO J318.5-22,16.0,,0.0,0.0,761.0,0.0,0.0,Daryla Clemondsey,False,F,1858,P,9081,06
12698,8513,8513,9081_07,Earth,True,G/1476/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Aliey Clemondsey,True,G,1476,P,9081,07
12699,8514,8514,9081_08,Earth,True,G/1476/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Virgie Clemondsey,True,G,1476,P,9081,08
12700,12878,4185,9082_01,Earth,False,G/1477/P,55 Cancri e,20.0,False,0.0,0.0,0.0,628.0,0.0,Deaney Holton,,G,1477,P,9082,01
12701,12879,4186,9083_01,Mars,True,F/1859/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Beres Sto,,F,1859,P,9083,01
12702,12880,4187,9083_02,Mars,True,E/581/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Chones Sto,,E,581,P,9083,02
12703,8515,8515,9084_01,,False,E/582/P,TRAPPIST-1e,25.0,False,1258.0,0.0,22.0,19.0,0.0,Jurs Mone,False,E,582,P,9084,01
12704,8516,8516,9085_01,Europa,False,A/95/P,55 Cancri e,70.0,False,0.0,2113.0,0.0,1972.0,51.0,,False,A,95,P,9085,01
12705,8517,8517,9085_02,Europa,False,A/95/P,55 Cancri e,30.0,False,11.0,495.0,0.0,2049.0,2064.0,Sularon Hometerval,False,A,95,P,9085,02
12706,8518,8518,9085_03,Europa,True,A/95/P,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Atrix Hometerval,True,A,95,P,9085,03
12707,12881,4188,9086_01,Earth,True,G/1462/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,,Therry Craftstens,,G,1462,S,9086,01
12708,12882,4189,9086_02,Earth,False,F/1759/S,PSO J318.5-22,15.0,False,8.0,1211.0,0.0,0.0,313.0,Leenny Craftstens,,F,1759,S,9086,02
12709,12883,4190,9087_01,Mars,False,F/1860/P,TRAPPIST-1e,28.0,False,1278.0,0.0,31.0,0.0,0.0,Sumpix Muste,,F,1860,P,9087,01
12710,12884,4191,9088_01,Earth,False,E/596/S,55 Cancri e,28.0,False,43.0,3806.0,0.0,0.0,0.0,Isaacy Hoopez,,E,596,S,9088,01
12711,8519,8519,9089_01,Earth,False,G/1463/S,TRAPPIST-1e,42.0,False,866.0,0.0,16.0,0.0,0.0,Tonnie Newtontoss,False,G,1463,S,9089,01
12712,12885,4192,9090_01,Earth,False,G/1464/S,TRAPPIST-1e,19.0,False,308.0,0.0,251.0,1099.0,,Mollie Morez,,G,1464,S,9090,01
12713,12886,4193,9091_01,Mars,True,F/1861/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Lers Ecre,,F,1861,P,9091,01
12714,12887,4194,9092_01,Earth,False,F/1862/P,TRAPPIST-1e,29.0,False,0.0,5.0,2.0,0.0,963.0,Ellene Walterson,,F,1862,P,9092,01
12715,12888,4195,9093_01,Europa,False,A/108/S,TRAPPIST-1e,48.0,False,0.0,658.0,0.0,6812.0,0.0,Minchib Clugete,,A,108,S,9093,01
12716,8520,8520,9094_01,Earth,True,G/1465/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Aleen Hayertez,False,G,1465,S,9094,01
12717,8521,8521,9094_02,Earth,False,G/1465/S,TRAPPIST-1e,43.0,False,0.0,704.0,0.0,2.0,0.0,Ger Hayertez,True,G,1465,S,9094,02
12718,12889,4196,9095_01,Earth,False,G/1478/P,,31.0,False,0.0,0.0,,0.0,198.0,Lelah Reynoldez,,G,1478,P,9095,01
12719,12890,4197,9096_01,Earth,True,G/1466/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Maya Sterson,,G,1466,S,9096,01
12720,12891,4198,9096_02,Earth,True,G/1466/S,PSO J318.5-22,24.0,False,0.0,0.0,,0.0,0.0,Wally Sterson,,G,1466,S,9096,02
12721,8522,8522,9097_01,Mars,True,F/1863/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Hon Mille,True,F,1863,P,9097,01
12722,8523,8523,9098_01,Earth,False,F/1864/P,TRAPPIST-1e,21.0,False,8.0,796.0,0.0,0.0,0.0,Sergie Barnolaney,True,F,1864,P,9098,01
12723,8524,8524,9099_01,Earth,False,E/597/S,TRAPPIST-1e,32.0,False,0.0,475.0,51.0,440.0,642.0,Delley Boltond,False,E,597,S,9099,01
12724,12892,4199,9100_01,Europa,False,E/583/P,TRAPPIST-1e,19.0,False,0.0,180.0,662.0,2153.0,1841.0,Haldah Netshaless,,E,583,P,9100,01
12725,8525,8525,9101_01,Earth,False,F/1865/P,TRAPPIST-1e,21.0,False,,0.0,496.0,430.0,0.0,Gera Frazie,False,F,1865,P,9101,01
12726,12893,4200,9102_01,Mars,True,F/1760/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Guteda Sacre,,F,1760,S,9102,01
12727,8526,8526,9103_01,Earth,False,G/1479/P,TRAPPIST-1e,25.0,False,3402.0,2449.0,28.0,259.0,197.0,Sadine Mcdanield,False,G,1479,P,9103,01
12728,8527,8527,9104_01,Europa,True,C/302/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Izares Foraud,True,C,302,P,9104,01
12729,12894,4201,9105_01,Earth,True,G/1480/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Mollie Brookes,,G,1480,P,9105,01
12730,8528,8528,9106_01,Earth,False,F/1761/S,TRAPPIST-1e,38.0,False,1736.0,0.0,123.0,5.0,115.0,Derry Mccarveymon,False,F,1761,S,9106,01
12731,8529,8529,9107_01,Earth,True,G/1467/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Eriky Callowery,False,G,1467,S,9107,01
12732,8530,8530,9108_01,Earth,True,G/1468/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Julion Shawforden,True,G,1468,S,9108,01
12733,8531,8531,9108_02,Earth,False,G/1468/S,TRAPPIST-1e,37.0,False,15.0,7.0,0.0,786.0,0.0,Alvia Shawforden,False,G,1468,S,9108,02
12734,12895,4202,9109_01,Earth,True,G/1481/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,,,G,1481,P,9109,01
12735,8532,8532,9110_01,Earth,False,F/1866/P,TRAPPIST-1e,47.0,False,0.0,0.0,16.0,3.0,854.0,Ronne Armstromez,False,F,1866,P,9110,01
12736,8533,8533,9111_01,Mars,False,E/598/S,TRAPPIST-1e,38.0,False,1478.0,0.0,631.0,0.0,0.0,Chars Gecre,False,E,598,S,9111,01
12737,8534,8534,9112_01,Mars,False,D/290/P,TRAPPIST-1e,28.0,False,,0.0,0.0,0.0,0.0,Wealke Brin,False,D,290,P,9112,01
12738,12896,4203,9113_01,Mars,True,F/1762/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Railes Horte,,F,1762,S,9113,01
12739,8535,8535,9114_01,Europa,True,B/348/S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Phargak Healist,True,B,348,S,9114,01
12740,8536,8536,9115_01,Earth,False,F/1867/P,PSO J318.5-22,53.0,False,1215.0,0.0,0.0,0.0,0.0,Chesty Wolffy,False,F,1867,P,9115,01
12741,8537,8537,9116_01,Earth,False,F/1868/P,TRAPPIST-1e,26.0,False,0.0,,0.0,1.0,48.0,Candra Franton,True,F,1868,P,9116,01
12742,12897,4204,9117_01,Earth,False,E/584/P,TRAPPIST-1e,44.0,False,0.0,0.0,12.0,245.0,534.0,Kerryn Pugherman,,E,584,P,9117,01
12743,8538,8538,9118_01,Earth,False,E/585/P,55 Cancri e,13.0,False,0.0,1501.0,23.0,5.0,163.0,Glenry Malliamsey,True,E,585,P,9118,01
12744,8539,8539,9118_02,Earth,False,G/1482/P,TRAPPIST-1e,64.0,False,37.0,1585.0,234.0,0.0,18.0,Gwendy Malliamsey,True,G,1482,P,9118,02
12745,8540,8540,9119_01,Earth,True,G/1483/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Grette Miltongson,False,G,1483,P,9119,01
12746,8541,8541,9120_01,Earth,False,F/1763/S,TRAPPIST-1e,13.0,False,101.0,12.0,184.0,780.0,0.0,Sony Maynardner,False,F,1763,S,9120,01
12747,12898,4205,9121_01,Mars,True,F/1869/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Row Bette,,F,1869,P,9121,01
12748,8542,8542,9122_01,Earth,True,G/1469/S,55 Cancri e,55.0,,0.0,0.0,0.0,0.0,0.0,Paulas Schmondez,False,G,1469,S,9122,01
12749,12899,4206,9123_01,Mars,True,F/1764/S,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Bonutz Kidne,,F,1764,S,9123,01
12750,8543,8543,9124_01,Mars,False,E/599/S,TRAPPIST-1e,26.0,False,733.0,0.0,1296.0,80.0,0.0,Eggies Tert,False,E,599,S,9124,01
12751,8544,8544,9125_01,Mars,True,E/586/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Slix Corie,True,E,586,P,9125,01
12752,8545,8545,9125_02,Mars,True,E/586/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Luse Corie,True,E,586,P,9125,02
12753,8546,8546,9126_01,Mars,True,E/600/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Hones Knie,True,E,600,S,9126,01
12754,8547,8547,9127_01,Earth,False,G/1470/S,PSO J318.5-22,26.0,False,0.0,749.0,20.0,0.0,0.0,Yola Pittler,False,G,1470,S,9127,01
12755,8548,8548,9128_01,Earth,False,F/1870/P,TRAPPIST-1e,36.0,False,794.0,371.0,0.0,228.0,1.0,Jacque Briggston,False,F,1870,P,9128,01
12756,8549,8549,9128_02,Earth,True,G/1484/P,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.0,Melice Briggston,False,G,1484,P,9128,02
12757,8550,8550,9129_01,Earth,False,G/1485/P,TRAPPIST-1e,21.0,False,0.0,1.0,0.0,808.0,0.0,Hardy Graneyes,False,G,1485,P,9129,01
12758,8551,8551,9130_01,Mars,True,F/1765/S,,41.0,False,0.0,0.0,0.0,0.0,0.0,Blers Corte,True,F,1765,S,9130,01
12759,8552,8552,9131_01,Europa,False,C/303/P,55 Cancri e,33.0,False,0.0,1961.0,0.0,226.0,1077.0,Dirk Wirybody,False,C,303,P,9131,01
12760,8553,8553,9131_02,Europa,True,C/303/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Grafirk Wirybody,True,C,303,P,9131,02
12761,8554,8554,9132_01,Mars,False,D/291/P,TRAPPIST-1e,31.0,False,2575.0,1.0,2.0,,0.0,Macon Ancy,False,D,291,P,9132,01
12762,8555,8555,9132_02,Mars,False,F/1871/P,TRAPPIST-1e,28.0,False,1789.0,16.0,3.0,10.0,1.0,Pil Ancy,False,F,1871,P,9132,02
12763,12900,4207,9133_01,Earth,True,G/1486/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Stendy Rutler,,G,1486,P,9133,01
12764,8556,8556,9134_01,Earth,False,E/601/S,TRAPPIST-1e,13.0,False,590.0,0.0,32.0,363.0,0.0,Therly Leonadorsen,False,E,601,S,9134,01
12765,12901,4208,9135_01,Earth,False,G/1487/P,PSO J318.5-22,23.0,False,383.0,0.0,296.0,0.0,0.0,Troya Quinnedy,,G,1487,P,9135,01
12766,8557,8557,9136_01,Earth,False,G/1471/S,TRAPPIST-1e,,False,6.0,0.0,0.0,800.0,3.0,Sall Hestes,False,G,1471,S,9136,01
12767,8558,8558,9137_01,Mars,False,F/1872/P,TRAPPIST-1e,35.0,False,3.0,1376.0,11.0,0.0,360.0,Sugard Curry,False,F,1872,P,9137,01
