,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalSpended,id,num,cum,Status,Consumption,A,B,C
3075,3318_02,Europa,True,B/123/S,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Azhab Openduave,True,0.0,3318,02,5,0,0,B,123,S
3076,3318_03,Europa,False,B/123/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Altara Openduave,True,0.0,3318,03,5,0,0,B,123,S
3077,3318_04,Europa,True,B/123/S,,44.0,False,,0.0,0.0,0.0,0.0,Diskeh Openduave,True,,3318,04,5,0,0,B,123,S
3078,3318_05,Europa,True,B/123/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Betenar Openduave,True,0.0,3318,05,5,0,0,B,123,S
3081,3323_01,Europa,True,C/110/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Shellum Fliblerolt,True,0.0,3323,01,2,0,0,C,110,P
3082,3323_02,Europa,True,C/110/P,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,Jihoton Fliblerolt,True,0.0,3323,02,2,0,0,C,110,P
3096,3337_01,Europa,True,B/125/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Stra Boltund,True,0.0,3337,01,3,0,0,B,125,S
3097,3337_02,Europa,False,B/125/S,TRAPPIST-1e,30.0,False,0.0,180.0,90.0,7740.0,142.0,Auvair Resspeding,False,8152.0,3337,02,3,0,1,B,125,S
3098,3337_03,Europa,False,B/125/S,TRAPPIST-1e,32.0,False,0.0,0.0,7.0,3653.0,226.0,Mesarix Boltund,False,3886.0,3337,03,3,0,1,B,125,S
3107,3353_01,Europa,False,C/125/S,TRAPPIST-1e,,False,0.0,216.0,191.0,12062.0,59.0,Toperon Reming,False,12528.0,3353,01,6,0,1,C,125,S
3108,3353_02,Europa,True,C/125/S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Bellah Reming,True,0.0,3353,02,6,0,0,C,125,S
3109,3353_03,Europa,False,C/125/S,TRAPPIST-1e,22.0,False,0.0,5.0,0.0,12.0,6111.0,Taurion Reming,False,6128.0,3353,03,6,0,1,C,125,S
3110,3353_04,Europa,False,C/125/S,TRAPPIST-1e,61.0,False,0.0,4082.0,0.0,265.0,201.0,Almelik Conable,True,4548.0,3353,04,6,0,1,C,125,S
3111,3353_05,Europa,False,C/125/S,55 Cancri e,19.0,False,0.0,4494.0,0.0,11.0,3460.0,Ankaan Reming,True,7965.0,3353,05,6,0,1,C,125,S
3112,3353_06,Europa,False,C/125/S,TRAPPIST-1e,45.0,False,0.0,1897.0,0.0,880.0,605.0,Hamelik Reming,True,3382.0,3353,06,6,0,1,C,125,S
3141,3391_01,Europa,True,B/105/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Misaleh Ennalve,True,0.0,3391,01,2,0,0,B,105,P
3142,3391_02,Europa,False,B/105/P,55 Cancri e,42.0,False,0.0,1209.0,0.0,1026.0,636.0,Seginon Ennalve,False,2871.0,3391,02,2,0,1,B,105,P
3158,3406_01,Europa,False,C/112/P,TRAPPIST-1e,49.0,False,0.0,104.0,809.0,3668.0,7.0,Iononus Metiveal,False,4588.0,3406,01,2,0,1,C,112,P
3159,3406_02,Europa,False,C/112/P,TRAPPIST-1e,55.0,False,0.0,5971.0,158.0,4125.0,1984.0,Dyonevi Metiveal,False,12238.0,3406,02,2,0,1,C,112,P
3163,3412_01,Europa,False,B/107/P,TRAPPIST-1e,48.0,False,0.0,12.0,0.0,7967.0,15.0,Alraixa Ainserfle,False,7994.0,3412,01,3,0,1,B,107,P
3164,3412_02,Europa,True,B/107/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Bosonon Ainserfle,True,0.0,3412,02,3,0,0,B,107,P
3165,3412_03,Europa,False,B/107/P,TRAPPIST-1e,23.0,False,2.0,6748.0,0.0,23.0,0.0,Batrix Ainserfle,True,6773.0,3412,03,3,0,1,B,107,P
3173,3422_01,Europa,,E/209/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Anchib Crakete,True,0.0,3422,01,2,0,0,E,209,P
3174,3422_02,Europa,True,E/209/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Atonib Crakete,True,0.0,3422,02,2,0,0,E,209,P
3179,3428_01,Europa,True,C/113/P,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,Betenif Cumpting,True,0.0,3428,01,2,0,0,C,113,P
3180,3428_02,Europa,False,C/113/P,TRAPPIST-1e,27.0,False,0.0,18481.0,0.0,2.0,3875.0,Terope Cumpting,True,22358.0,3428,02,2,0,1,C,113,P
3190,3439_01,Europa,True,B/130/S,TRAPPIST-1e,28.0,False,0.0,,0.0,0.0,0.0,Alarmus Modent,True,,3439,01,4,0,0,B,130,S
3191,3439_02,Europa,,B/130/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Alrais Modent,True,0.0,3439,02,4,0,0,B,130,S
3193,3439_04,Europa,False,B/130/S,TRAPPIST-1e,39.0,False,0.0,2.0,0.0,909.0,3291.0,Cheddin Modent,False,4202.0,3439,04,4,0,1,B,130,S
3198,3444_01,Europa,False,B/131/S,55 Cancri e,33.0,False,0.0,27071.0,0.0,15.0,0.0,Ainoxa Scerodbox,True,27086.0,3444,01,4,0,1,B,131,S
3199,3444_02,Europa,True,B/131/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Antitak Scerodbox,True,0.0,3444,02,4,0,0,B,131,S
3200,3444_03,Europa,False,B/131/S,TRAPPIST-1e,41.0,True,0.0,649.0,0.0,945.0,,Quarke Scerodbox,True,,3444,03,4,0,0,B,131,S
3201,3444_04,Europa,False,B/131/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Wezena Scerodbox,True,0.0,3444,04,4,0,0,B,131,S
3206,3450_01,Europa,False,B/132/S,55 Cancri e,22.0,False,0.0,4209.0,26.0,2462.0,466.0,Pentard Knocke,True,7163.0,3450,01,2,0,1,B,132,S
3207,3450_02,Europa,False,B/132/S,TRAPPIST-1e,21.0,False,0.0,2834.0,0.0,414.0,558.0,Weion Knocke,True,3806.0,3450,02,2,0,1,B,132,S
3225,3474_01,Europa,True,B/110/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Weias Pasharne,True,0.0,3474,01,4,0,0,B,110,P
3226,3474_02,Europa,False,B/110/P,TRAPPIST-1e,38.0,False,0.0,952.0,0.0,0.0,1790.0,Zubeneb Pasharne,False,2742.0,3474,02,4,0,1,B,110,P
3227,3474_03,Europa,True,B/110/P,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Syrmino Pasharne,True,0.0,3474,03,4,0,0,B,110,P
3228,3474_04,Europa,True,B/110/P,TRAPPIST-1e,18.0,False,0.0,0.0,,0.0,0.0,Tachir Pasharne,True,,3474,04,4,0,0,B,110,P
3229,3475_01,Europa,True,C/126/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Pentard Spoilling,True,0.0,3475,01,3,0,0,C,126,S
3230,3475_02,Europa,False,C/126/S,TRAPPIST-1e,33.0,False,0.0,590.0,,3.0,6569.0,Caphirk Spoilling,False,,3475,02,3,0,0,C,126,S
3231,3475_03,Europa,False,C/126/S,55 Cancri e,49.0,False,0.0,8766.0,15.0,149.0,178.0,Zavior Spoilling,True,9108.0,3475,03,3,0,1,C,126,S
3241,3485_01,Europa,False,E/237/S,TRAPPIST-1e,49.0,False,0.0,1855.0,0.0,166.0,1655.0,Algenif Oillepint,False,3676.0,3485,01,3,0,1,E,237,S
3242,3485_02,Europa,True,E/237/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ankabih Tradve,True,0.0,3485,02,3,0,0,E,237,S
3243,3485_03,Europa,False,E/237/S,TRAPPIST-1e,33.0,False,0.0,3157.0,0.0,131.0,0.0,Hamak Oillepint,True,3288.0,3485,03,3,0,1,E,237,S
3246,3488_01,Europa,False,D/110/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Luxab Hoorbaring,False,0.0,3488,01,2,0,0,D,110,P
3247,3488_02,Europa,False,D/110/P,TRAPPIST-1e,52.0,False,6.0,2333.0,11.0,1149.0,1.0,Naosura Hoorbaring,False,3500.0,3488,02,2,0,1,D,110,P
3250,3490_01,Europa,False,D/111/P,TRAPPIST-1e,29.0,False,4.0,3439.0,0.0,0.0,0.0,Meropus Sprender,True,3443.0,3490,01,2,0,1,D,111,P
3251,3490_02,Europa,False,D/111/P,55 Cancri e,19.0,False,0.0,1347.0,0.0,1756.0,37.0,Shain Sprender,True,3140.0,3490,02,2,0,1,D,111,P
3254,3495_01,Europa,False,C/127/S,TRAPPIST-1e,47.0,False,0.0,10679.0,0.0,273.0,80.0,Saiphda Volloor,True,11032.0,3495,01,4,0,1,C,127,S
3255,3495_02,Europa,False,C/127/S,TRAPPIST-1e,34.0,False,0.0,6229.0,0.0,2279.0,587.0,Izaron Volloor,True,9095.0,3495,02,4,0,1,C,127,S
3256,3495_03,Europa,True,C/127/S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Alsham Volloor,True,0.0,3495,03,4,0,0,C,127,S
3257,3495_04,Europa,True,C/127/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Alatrix Volloor,True,0.0,3495,04,4,0,0,C,127,S
3279,3521_01,Europa,True,,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Minoton Radisiouss,True,0.0,3521,01,2,0,0,,,
3280,3521_02,Europa,True,B/135/S,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,Atrinon Radisiouss,True,0.0,3521,02,2,0,0,B,135,S
3297,3543_01,Europa,False,C/116/P,TRAPPIST-1e,39.0,False,0.0,2804.0,0.0,130.0,139.0,Astrark Holatirint,True,3073.0,3543,01,3,0,1,C,116,P
3298,3543_02,Europa,True,C/116/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Furudra Holatirint,True,0.0,3543,02,3,0,0,C,116,P
3299,3543_03,Europa,True,C/116/P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Elerops Holatirint,True,0.0,3543,03,3,0,0,C,116,P
3306,3552_01,Europa,False,B/136/S,55 Cancri e,50.0,False,4.0,217.0,0.0,2581.0,436.0,Kitauon Castery,False,3238.0,3552,01,2,0,1,B,136,S
3307,3552_02,Europa,True,B/136/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Canonon Castery,True,0.0,3552,02,2,0,0,B,136,S
3351,3608_01,Europa,True,D/122/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Zosmas Mormonized,True,0.0,3608,01,3,0,0,D,122,P
3352,3608_02,Europa,True,D/122/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Alhail Mormonized,True,0.0,3608,02,3,0,0,D,122,P
3353,3608_03,Europa,,D/122/P,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Skyrmak Mormonized,True,0.0,3608,03,3,0,0,D,122,P
3354,3609_01,Europa,False,C/118/P,55 Cancri e,28.0,False,5.0,2052.0,0.0,3340.0,,Grumak Fralledic,False,,3609,01,4,0,0,C,118,P
3355,3609_02,Europa,False,C/118/P,TRAPPIST-1e,27.0,False,0.0,325.0,0.0,8.0,1622.0,Mesaton Fralledic,False,1955.0,3609,02,4,0,1,C,118,P
3356,3609_03,Europa,,C/118/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Eltais Fralledic,True,0.0,3609,03,4,0,0,C,118,P
3357,3609_04,Europa,True,C/118/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Fomalik Fralledic,True,0.0,3609,04,4,0,0,C,118,P
3368,3622_01,Europa,True,C/119/P,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,Hadlam Honatte,True,0.0,3622,01,2,0,0,C,119,P
3369,3622_02,Europa,False,C/119/P,55 Cancri e,38.0,False,,3456.0,0.0,1486.0,1157.0,Taux Honatte,False,,3622,02,2,0,0,C,119,P
3403,3662_01,Europa,False,B/142/S,55 Cancri e,22.0,False,,171.0,2233.0,1.0,800.0,Menkibi Poselfle,True,,3662,01,2,0,0,B,142,S
3404,3662_02,Europa,True,B/142/S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Betenar Poselfle,True,0.0,3662,02,2,0,0,B,142,S
3414,3680_01,Europa,False,C/121/P,55 Cancri e,35.0,False,0.0,388.0,0.0,1792.0,2891.0,Weias Platch,False,5071.0,3680,01,2,0,1,C,121,P
3415,3680_02,Europa,True,C/121/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,,True,0.0,3680,02,2,0,0,C,121,P
3416,3681_01,Europa,True,B/144/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Tarrak Irived,True,0.0,3681,01,2,0,0,B,144,S
3417,3681_02,Europa,False,B/144/S,TRAPPIST-1e,21.0,False,4.0,,137.0,1640.0,455.0,Giedir Irived,False,,3681,02,2,0,0,B,144,S
3427,3699_01,Europa,True,C/123/P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Golaron Tronsive,True,0.0,3699,01,4,0,0,C,123,P
3428,3699_02,Europa,False,C/123/P,55 Cancri e,25.0,,0.0,17432.0,0.0,241.0,2102.0,Gorab Tronsive,True,19775.0,3699,02,4,0,1,C,123,P
3429,3699_03,Europa,True,C/123/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Dabiton Tronsive,True,0.0,3699,03,4,0,0,C,123,P
3430,3699_04,Europa,False,C/123/P,TRAPPIST-1e,57.0,False,0.0,3859.0,13.0,195.0,3874.0,Azhah Tronsive,False,7941.0,3699,04,4,0,1,C,123,P
3448,3713_01,Europa,True,C/133/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Alraida Trattle,True,0.0,3713,01,3,0,0,C,133,S
3449,3713_02,Europa,True,C/133/S,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Zosmark Trattle,True,0.0,3713,02,3,0,0,C,133,S
3450,3713_03,Europa,True,C/133/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Gollux Trattle,True,0.0,3713,03,3,0,0,C,133,S
3464,3732_01,Europa,True,A/43/S,55 Cancri e,5.0,False,,0.0,0.0,0.0,0.0,Sheleon Scoudelle,True,,3732,01,4,0,0,A,43,S
3465,3732_02,Europa,False,A/43/S,TRAPPIST-1e,29.0,False,0.0,8444.0,0.0,2989.0,8735.0,,False,20168.0,3732,02,4,0,1,A,43,S
3466,3732_03,Europa,True,A/43/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Luxonon Scoudelle,True,0.0,3732,03,4,0,0,A,43,S
3467,3732_04,Europa,False,A/43/S,55 Cancri e,27.0,False,3340.0,588.0,,173.0,71.0,Duhra Scoudelle,False,,3732,04,4,0,0,A,43,S
3470,3735_01,Europa,False,D/119/S,TRAPPIST-1e,43.0,False,2.0,3846.0,0.0,3.0,346.0,Zedarga Reeddommy,True,4197.0,3735,01,2,0,1,D,119,S
3471,3735_02,Europa,False,D/119/S,55 Cancri e,30.0,False,0.0,787.0,116.0,1924.0,2.0,Shail Reeddommy,False,2829.0,3735,02,2,0,1,D,119,S
3482,3747_01,Europa,False,B/118/P,TRAPPIST-1e,39.0,False,0.0,2576.0,0.0,234.0,237.0,Achium Entratable,False,3047.0,3747,01,4,0,1,B,118,P
3483,3747_02,Europa,True,B/118/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Lesat Brakebarne,True,0.0,3747,02,4,0,0,B,118,P
3484,3747_03,Europa,,B/118/P,TRAPPIST-1e,53.0,False,0.0,3377.0,0.0,193.0,5563.0,Dsch Brakebarne,False,9133.0,3747,03,4,0,1,B,118,P
3485,3747_04,Europa,True,B/118/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Tabiton Ambleetive,True,0.0,3747,04,4,0,0,B,118,P
3487,3749_01,Europa,True,B/119/P,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Enibik Fordulgaug,True,0.0,3749,01,2,0,0,B,119,P
3488,3749_02,Europa,True,B/119/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Gimpus Fordulgaug,True,0.0,3749,02,2,0,0,B,119,P
3574,3850_01,Europa,False,C/137/S,55 Cancri e,24.0,False,38.0,257.0,0.0,54.0,4184.0,Keidhma Unteckery,False,4533.0,3850,01,7,0,1,C,137,S
3575,3850_02,Europa,True,C/137/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Astula Unteckery,True,0.0,3850,02,7,0,0,C,137,S
3576,3850_03,Europa,False,C/137/S,TRAPPIST-1e,25.0,False,0.0,6130.0,0.0,36.0,1.0,Achib Unteckery,True,6167.0,3850,03,7,0,1,C,137,S
3577,3850_04,Europa,True,C/137/S,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Alchium Unteckery,True,0.0,3850,04,7,0,0,C,137,S
3578,3850_05,Europa,True,C/137/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Thallah Unteckery,True,0.0,3850,05,7,0,0,C,137,S
3579,3850_06,Europa,False,C/137/S,TRAPPIST-1e,31.0,False,0.0,1565.0,0.0,97.0,1678.0,Sabiark Unteckery,True,3340.0,3850,06,7,0,1,C,137,S
3580,3850_07,Europa,True,C/137/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Azharga Chuble,True,0.0,3850,07,7,0,0,C,137,S
3612,3883_01,Europa,True,B/150/S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Mergas Unreezy,True,0.0,3883,01,3,0,0,B,150,S
3613,3883_02,Europa,False,B/150/S,TRAPPIST-1e,38.0,False,0.0,3060.0,0.0,4.0,2325.0,Mesarga Unreezy,False,5389.0,3883,02,3,0,1,B,150,S
3614,3883_03,Europa,True,B/150/S,55 Cancri e,13.0,False,0.0,0.0,0.0,,0.0,Dira Unreezy,True,,3883,03,3,0,0,B,150,S
3642,3916_01,Europa,False,D/128/S,TRAPPIST-1e,14.0,False,2.0,881.0,0.0,578.0,214.0,Cellus Ciplanke,False,1675.0,3916,01,2,0,1,D,128,S
3643,3916_02,Europa,True,D/128/S,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,Alhenah Ciplanke,True,0.0,3916,02,2,0,0,D,128,S
3653,3927_01,Europa,False,C/142/S,55 Cancri e,38.0,False,55.0,1258.0,0.0,650.0,10786.0,Skyrmak Tionstious,False,12749.0,3927,01,2,0,1,C,142,S
3654,3927_02,Europa,False,C/142/S,55 Cancri e,42.0,False,0.0,1249.0,0.0,1313.0,1148.0,Alar Tionstious,True,3710.0,3927,02,2,0,1,C,142,S
3655,3928_01,Europa,False,E/264/S,,28.0,False,3.0,1300.0,0.0,1250.0,1148.0,Anchird Witeronfus,False,3701.0,3928,01,2,0,1,E,264,S
3656,3928_02,Europa,True,E/264/S,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Alrak Witeronfus,True,0.0,3928,02,2,0,0,E,264,S
3753,4014_01,Europa,False,B/125/P,TRAPPIST-1e,42.0,False,0.0,456.0,1.0,1193.0,3039.0,Hekabih Metful,False,4689.0,4014,01,2,0,1,B,125,P
3754,4014_02,Europa,False,B/125/P,55 Cancri e,28.0,False,0.0,3238.0,0.0,750.0,2368.0,,False,6356.0,4014,02,2,0,1,B,125,P
3774,4031_01,Europa,True,C/131/P,55 Cancri e,,False,0.0,,0.0,0.0,0.0,Algeno Listive,True,,4031,01,2,0,0,C,131,P
3775,4031_02,Europa,True,C/131/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Krabik Listive,True,0.0,4031,02,2,0,0,C,131,P
3785,4042_01,Europa,False,A/46/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,,Mesatz Stewder,True,,4042,01,3,0,0,A,46,S
3786,4042_02,Europa,True,A/46/S,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Etair Stewder,True,0.0,4042,02,3,0,0,A,46,S
3787,4042_03,Europa,True,A/46/S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Canon Stewder,True,0.0,4042,03,3,0,0,A,46,S
3807,4066_01,Europa,,B/155/S,55 Cancri e,18.0,False,0.0,30.0,0.0,67.0,2790.0,Taurius Objeciane,False,2887.0,4066,01,2,0,1,B,155,S
3808,4066_02,Europa,True,B/155/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Diramak Objeciane,True,0.0,4066,02,2,0,0,B,155,S
3811,4071_01,Europa,True,B/127/P,,,False,0.0,0.0,0.0,0.0,0.0,Alurope Watuald,True,0.0,4071,01,2,0,0,B,127,P
3812,4071_02,Europa,True,B/127/P,55 Cancri e,22.0,False,0.0,0.0,,0.0,,Tachir Watuald,True,,4071,02,2,0,0,B,127,P
3838,4108_01,Europa,True,B/158/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Tarino Aroodint,True,0.0,4108,01,2,0,0,B,158,S
3839,4108_02,Europa,,B/158/S,TRAPPIST-1e,47.0,False,27.0,2651.0,538.0,18.0,0.0,Tachium Aroodint,True,3234.0,4108,02,2,0,1,B,158,S
3843,4113_01,Europa,True,B/129/P,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Taraid Bradiary,True,0.0,4113,01,2,0,0,B,129,P
3844,4113_02,Europa,False,B/129/P,TRAPPIST-1e,45.0,False,0.0,2524.0,0.0,166.0,1.0,Coxak Bradiary,True,2691.0,4113,02,2,0,1,B,129,P
3867,4147_01,Europa,False,C/149/S,TRAPPIST-1e,54.0,False,0.0,,0.0,3200.0,0.0,Caphact Lendly,True,,4147,01,2,0,0,C,149,S
3868,4147_02,Europa,True,C/149/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Acrabik Lendly,True,0.0,4147,02,2,0,0,C,149,S
3880,4166_01,Europa,True,B/132/P,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Thabius Stacketent,True,0.0,4166,01,2,0,0,B,132,P
3881,4166_02,Europa,False,B/132/P,55 Cancri e,58.0,True,0.0,279.0,3627.0,122.0,30.0,Ionan Stacketent,True,4058.0,4166,02,2,0,1,B,132,P
3885,4169_01,Europa,True,D/140/P,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Avijava Susent,True,0.0,4169,01,2,0,0,D,140,P
3886,4169_02,Europa,False,D/140/P,TRAPPIST-1e,41.0,False,0.0,1562.0,0.0,2.0,16.0,Acruxon Susent,True,1580.0,4169,02,2,0,1,D,140,P
3906,4177_01,Europa,True,B/161/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Mesatik Witalnerod,True,0.0,4177,01,3,0,0,B,161,S
3907,4177_02,Europa,True,B/161/S,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Wezno Foraud,True,0.0,4177,02,3,0,0,B,161,S
3908,4177_03,Europa,False,B/161/S,55 Cancri e,44.0,False,36.0,588.0,0.0,1675.0,3597.0,Wasath Foraud,False,5896.0,4177,03,3,0,1,B,161,S
3910,4179_01,Europa,False,A/50/S,TRAPPIST-1e,30.0,True,0.0,1172.0,183.0,91.0,0.0,,True,1446.0,4179,01,2,0,1,A,50,S
3911,4179_02,Europa,True,A/50/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Alrais Pleele,True,0.0,4179,02,2,0,0,A,50,S
3912,4181_01,Europa,False,C/133/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Frattyring,True,0.0,4181,01,6,0,0,C,133,P
3913,4181_02,Europa,False,C/133/P,,0.0,False,0.0,,0.0,0.0,0.0,Meron Frattyring,True,,4181,02,6,0,0,C,133,P
3914,4181_03,Europa,True,,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Terope Frattyring,True,0.0,4181,03,6,0,0,,,
3915,4181_04,Europa,True,C/133/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Ashir Frattyring,True,0.0,4181,04,6,0,0,C,133,P
3916,4181_05,Europa,False,C/133/P,55 Cancri e,31.0,False,2.0,8747.0,0.0,4840.0,14485.0,Wezena Frattyring,False,28074.0,4181,05,6,0,1,C,133,P
3917,4181_06,Europa,False,C/133/P,55 Cancri e,41.0,True,0.0,9463.0,0.0,1022.0,1562.0,Ranan Frattyring,True,12047.0,4181,06,6,0,1,C,133,P
3918,4182_01,Europa,False,A/51/S,55 Cancri e,33.0,False,0.0,2020.0,0.0,1817.0,182.0,Maiamak Tabloory,False,4019.0,4182,01,3,0,1,A,51,S
3919,4182_02,Europa,False,A/51/S,TRAPPIST-1e,43.0,False,0.0,124.0,0.0,3975.0,186.0,,False,4285.0,4182,02,3,0,1,A,51,S
3920,4182_03,Europa,False,A/51/S,55 Cancri e,43.0,True,0.0,3172.0,0.0,26.0,4376.0,Alathim Tabloory,False,7574.0,4182,03,3,0,1,A,51,S
3941,4207_02,Europa,True,B/163/S,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Astonon Perable,True,0.0,4207,02,2,0,0,B,163,S
3943,4210_01,Europa,True,C/151/S,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,Diph Siccertful,True,0.0,4210,01,2,0,0,C,151,S
3944,4210_02,Europa,True,C/151/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Naosura Siccertful,True,0.0,4210,02,2,0,0,C,151,S
3950,4216_01,Europa,True,B/134/P,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,Rotan Dratembid,True,0.0,4216,01,2,0,0,B,134,P
3978,4249_01,Europa,False,B/166/S,TRAPPIST-1e,58.0,False,0.0,2946.0,0.0,101.0,387.0,Nusoton Inghting,True,3434.0,4249,01,3,0,1,B,166,S
3979,4249_02,Europa,True,B/166/S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Alatrin Inghting,True,0.0,4249,02,3,0,0,B,166,S
3980,4249_03,Europa,False,B/166/S,55 Cancri e,20.0,False,354.0,1546.0,323.0,284.0,315.0,Aviton Inghting,True,2822.0,4249,03,3,0,1,B,166,S
3984,4254_01,Europa,False,B/136/P,55 Cancri e,33.0,False,5493.0,9401.0,23.0,3013.0,303.0,Alasmon Idercaling,False,18233.0,4254,01,3,0,1,B,136,P
3985,4254_02,Europa,True,B/136/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Gomeron Idercaling,True,0.0,4254,02,3,0,0,B,136,P
3986,4254_03,Europa,False,B/136/P,TRAPPIST-1e,62.0,False,0.0,22.0,0.0,3314.0,22.0,Grasath Idercaling,False,3358.0,4254,03,3,0,1,B,136,P
3997,4258_01,Europa,False,A/37/P,TRAPPIST-1e,39.0,False,0.0,266.0,0.0,1254.0,197.0,Misa Perneernal,False,1717.0,4258,01,3,0,1,A,37,P
3998,4258_02,Europa,,A/37/P,TRAPPIST-1e,63.0,False,0.0,490.0,1.0,2882.0,18.0,Asteron Perneernal,False,3391.0,4258,02,3,0,1,A,37,P
